No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|1er lot|Nombre de lots|Code type local|Type local|Surface reelle bati|Nombre pieces principales|Year
1|27/01/2021|Vente|7500,00|135.0|RUE|0852|EDMOND HALLEY MILLES|13100.0|AIX EN PROVENCE|13|1||KV|108|82.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|1582000,00|||B064|VALLON DES GARDES|13100.0|LE THOLONET|13|109||A|629||0|||||2021
1|06/01/2021|Vente|1582000,00|||B064|VALLON DES GARDES|13100.0|LE THOLONET|13|109||A|629||0|||||2021
1|06/01/2021|Vente|1582000,00|5538.0||B064|VALLON DES GARDES|13100.0|LE THOLONET|13|109||A|630||0|1.0|Maison|157.0|7.0|2021
1|06/01/2021|Vente|1582000,00|5538.0||B064|VALLON DES GARDES|13100.0|LE THOLONET|13|109||A|630||0|3.0|Dépendance|0.0|0.0|2021
1|26/01/2021|Vente|257881,50|9001.0|RES|A244|SAINTE VICTOIRE|13100.0|AIX EN PROVENCE|13|1||BX|47|651.0|1|3.0|Dépendance|0.0|0.0|2021
1|26/01/2021|Vente|257881,50|3.0|AV|0771|DE CRAPONNE|13100.0|AIX EN PROVENCE|13|1||BX|47|103.0|2|3.0|Dépendance|0.0|0.0|2021
1|26/01/2021|Vente|257881,50|3.0|AV|0771|DE CRAPONNE|13100.0|AIX EN PROVENCE|13|1||BX|47|103.0|2|2.0|Appartement|43.0|1.0|2021
1|26/01/2021|Vente|257881,50|3.0|AV|0771|DE CRAPONNE|13100.0|AIX EN PROVENCE|13|1||BX|47|103.0|2|3.0|Dépendance|0.0|0.0|2021
1|28/01/2021|Vente|120470,00|14.0|CRS|2870|SEXTIUS|13100.0|AIX EN PROVENCE|13|1||AP|85|105.0|1|2.0|Appartement|19.0|1.0|2021
1|22/01/2021|Vente|615160,00|2135.0|RTE|7370|DE SISTERON|13100.0|AIX EN PROVENCE|13|1||OP|274|24.0|1|3.0|Dépendance|0.0|0.0|2021
1|22/01/2021|Vente|615160,00|2135.0|RTE|7370|DE SISTERON|13100.0|AIX EN PROVENCE|13|1||OP|274|25.0|1|3.0|Dépendance|0.0|0.0|2021
1|22/01/2021|Vente|615160,00|2135.0|RTE|7370|DE SISTERON|13100.0|AIX EN PROVENCE|13|1||OP|274|63.0|1|2.0|Appartement|103.0|4.0|2021
1|29/01/2021|Vente|721150,00|17.0|AV|3090|VICTOR HUGO|13100.0|AIX EN PROVENCE|13|1||AK|90|4.0|1|2.0|Appartement|90.0|4.0|2021
1|26/01/2021|Vente|283000,00|3.0|RUE|0950|ESPARIAT|13100.0|AIX EN PROVENCE|13|1||AB|188|20.0|1|2.0|Appartement|46.0|2.0|2021
1|20/01/2021|Vente|320000,00|5237.0||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|352||0|1.0|Maison|75.0|3.0|2021
1|21/01/2021|Vente|151336,00|40.0|RUE|2920|DES TANNEURS|13100.0|AIX EN PROVENCE|13|1||AB|338|40.0|1|2.0|Appartement|33.0|2.0|2021
1|18/01/2021|Vente en l'état futur d'achèvement|491000,00||IMP|2913|DES TAMARIS|13100.0|AIX EN PROVENCE|13|1||CV|133|51.0|1|||||2021
1|18/01/2021|Vente en l'état futur d'achèvement|491000,00||IMP|2913|DES TAMARIS|13100.0|AIX EN PROVENCE|13|1||CV|133|8.0|1|||||2021
1|18/01/2021|Vente en l'état futur d'achèvement|491000,00||IMP|2913|DES TAMARIS|13100.0|AIX EN PROVENCE|13|1||CV|133|70.0|1|||||2021
1|18/01/2021|Vente en l'état futur d'achèvement|491000,00||IMP|2913|DES TAMARIS|13100.0|AIX EN PROVENCE|13|1||CV|133|52.0|1|||||2021
1|22/01/2021|Vente|137850,00|12.0|RUE|1610|LISSE BELLEGARDE|13100.0|AIX EN PROVENCE|13|1||AT|53|6.0|1|2.0|Appartement|24.0|1.0|2021
1|29/01/2021|Vente|49000,00|||B006|LA COQUILLE|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AD|6||0|||||2021
1|29/01/2021|Vente|49000,00|||B006|LA COQUILLE|13100.0|SAINT-ANTONIN-SUR-BAYON|13|90||AD|7||0|||||2021
1|27/01/2021|Vente|64500,00|||B478|VAL SAINT GEORGES|13100.0|AIX EN PROVENCE|13|1||EA|504||0|||||2021
1|27/01/2021|Vente|64500,00|||B478|VAL SAINT GEORGES|13100.0|AIX EN PROVENCE|13|1||EA|504||0|||||2021
1|18/01/2021|Vente|566650,00|305.0|CHE|0097|DES ARCADES|13100.0|AIX EN PROVENCE|13|1||OP|689||0|1.0|Maison|198.0|8.0|2021
1|05/02/2021|Vente|111600,00|4.0|RUE|1080|DE LA FONTAINE D ARGENT|13100.0|AIX EN PROVENCE|13|1||AE|179|7.0|1|2.0|Appartement|16.0|1.0|2021
1|01/02/2021|Vente|2151700,00|9013.0|AV|1370|HENRI PONTIER|13100.0|AIX EN PROVENCE|13|1||CV|191||0|1.0|Maison|150.0|6.0|2021
1|01/02/2021|Vente|2151700,00|4.0|AV|1370|HENRI PONTIER|13100.0|AIX EN PROVENCE|13|1||CV|192||0|||||2021
2|21/01/2021|Vente|200000,00|||B194|LA GARE NORD|13100.0|AIX EN PROVENCE|13|1||KI|69||0|||||2021
2|21/01/2021|Vente|200000,00|||B194|LA GARE NORD|13100.0|AIX EN PROVENCE|13|1||KI|70||0|||||2021
2|21/01/2021|Vente|200000,00|||B194|LA GARE NORD|13100.0|AIX EN PROVENCE|13|1||KI|71||0|||||2021
2|21/01/2021|Vente|200000,00|||B194|LA GARE NORD|13100.0|AIX EN PROVENCE|13|1||KI|73||0|||||2021
2|21/01/2021|Vente|200000,00|||B194|LA GARE NORD|13100.0|AIX EN PROVENCE|13|1||KI|74||0|||||2021
1|29/01/2021|Vente|649000,00|26.0|RUE|1495|JOSEPH JOURDAN|13100.0|AIX EN PROVENCE|13|1||BT|21||0|1.0|Maison|62.0|3.0|2021
1|21/01/2021|Vente|485000,00|10.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|28|11.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/01/2021|Vente|485000,00|10.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|28|11.0|1|2.0|Appartement|90.0|4.0|2021
1|21/01/2021|Vente|84000,00|55.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|121|8.0|1|2.0|Appartement|16.0|0.0|2021
1|03/02/2021|Vente|293800,00|300.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|466.0|1|2.0|Appartement|70.0|4.0|2021
1|03/02/2021|Vente|293800,00|245.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|587.0|1|3.0|Dépendance|0.0|0.0|2021
1|10/02/2021|Vente|190000,00|1.0|AV|2180|PASTEUR|13100.0|AIX EN PROVENCE|13|1||CT|175|17.0|2|4.0|Local industriel. commercial ou assimilé|96.0|0.0|2021
1|29/01/2021|Vente|80000,00|9078.0|CHE|0103|DES INFIRMERIES|13100.0|AIX EN PROVENCE|13|1||EL|101|8.0|1|4.0|Local industriel. commercial ou assimilé|19.0|0.0|2021
1|28/01/2021|Vente|38000,00|31.0|AV|2850|SAINTE VICTOIRE|13100.0|AIX EN PROVENCE|13|1||AZ|6|208.0|1|3.0|Dépendance|0.0|0.0|2021
1|18/01/2021|Vente|10000,00|23.0|RUE|1047|FERMEE|13100.0|AIX EN PROVENCE|13|1||AM|54|13.0|1|3.0|Dépendance|0.0|0.0|2021
1|18/01/2021|Vente|10000,00|23.0|RUE|1047|FERMEE|13100.0|AIX EN PROVENCE|13|1||AM|54|12.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/01/2021|Vente|20000,00|9001.0||A336|LES AMANDIERS AVE ST JEROM|13100.0|AIX EN PROVENCE|13|1||BM|101|92.0|1|3.0|Dépendance|0.0|0.0|2021
1|01/02/2021|Vente|198000,00|2.0|RUE|2060|DES MULETIERS|13100.0|AIX EN PROVENCE|13|1||AS|185|9.0|1|2.0|Appartement|45.0|3.0|2021
1|19/01/2021|Vente|138000,00|21.0|RUE|0740|DE LA COURONNE|13100.0|AIX EN PROVENCE|13|1||AM|80|21.0|1|2.0|Appartement|30.0|1.0|2021
1|08/02/2021|Vente|216500,00|9036.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|439.0|1|3.0|Dépendance|0.0|0.0|2021
1|08/02/2021|Vente|216500,00|360.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|454.0|1|2.0|Appartement|39.0|2.0|2021
1|08/02/2021|Vente|216500,00|245.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|560.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/01/2021|Vente|175000,00|25.0|RUE|3030|VAN LOO|13100.0|AIX EN PROVENCE|13|1||AR|150|8.0|1|2.0|Appartement|40.0|2.0|2021
1|27/01/2021|Vente|265000,00|40.0|PL|1459|JEAN DOMINIQUE CASSINI|13100.0|AIX EN PROVENCE|13|1||KV|102|294.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/01/2021|Vente|265000,00|40.0|PL|1459|JEAN DOMINIQUE CASSINI|13100.0|AIX EN PROVENCE|13|1||KV|102|364.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/01/2021|Vente|265000,00|40.0|PL|1459|JEAN DOMINIQUE CASSINI|13100.0|AIX EN PROVENCE|13|1||KV|102|397.0|1|2.0|Appartement|60.0|3.0|2021
1|29/01/2021|Vente|260000,00|2.0|RUE|2828|SAINT THOMAS DE VILLENEUVE|13100.0|AIX EN PROVENCE|13|1||BA|67|57.0|1|2.0|Appartement|44.0|2.0|2021
1|22/01/2021|Vente|515000,00|22.0|RUE|3040|VAUVENARGUES|13100.0|AIX EN PROVENCE|13|1||AC|254|34.0|1|2.0|Appartement|36.0|2.0|2021
1|22/01/2021|Vente|515000,00|22.0|RUE|3040|VAUVENARGUES|13100.0|AIX EN PROVENCE|13|1||AC|254|21.0|1|3.0|Dépendance|0.0|0.0|2021
1|22/01/2021|Vente|515000,00|6.0|RUE|1290|GRANET|13100.0|AIX EN PROVENCE|13|1||AC|323|29.0|1|2.0|Appartement|54.0|2.0|2021
1|03/02/2021|Vente|140550,00|10.0|RUE|2050|DE LA MULE NOIRE|13100.0|AIX EN PROVENCE|13|1||AE|200|23.0|1|2.0|Appartement|1.0|0.0|2021
1|03/02/2021|Vente|140550,00|10.0|RUE|2050|DE LA MULE NOIRE|13100.0|AIX EN PROVENCE|13|1||AE|200|21.0|1|2.0|Appartement|17.0|1.0|2021
1|01/02/2021|Vente|177750,00|68.0|SQ|0033|HENRI MATISSE|13100.0|LE THOLONET|13|109||A|1909||0|3.0|Dépendance|0.0|0.0|2021
1|01/02/2021|Vente|177750,00|67.0|SQ|0033|HENRI MATISSE|13100.0|LE THOLONET|13|109||A|2060||0|1.0|Maison|88.0|4.0|2021
1|29/01/2021|Vente|55000,00|23.0|RUE|0950|ESPARIAT|13100.0|AIX EN PROVENCE|13|1||AB|173|7.0|1|2.0|Appartement|16.0|1.0|2021
1|05/02/2021|Vente|167000,00|7.0|RUE|0690|CLOVIS HUGUES|13100.0|AIX EN PROVENCE|13|1||AH|147|10.0|1|2.0|Appartement|25.0|1.0|2021
1|04/02/2021|Vente|418000,00|2.0|PL|1208|DE LA GARE|13100.0|AIX EN PROVENCE|13|1||BZ|45|18.0|2|2.0|Appartement|96.0|4.0|2021
1|04/02/2021|Vente|418000,00|2.0|PL|1208|DE LA GARE|13100.0|AIX EN PROVENCE|13|1||BZ|45|18.0|2|3.0|Dépendance|0.0|0.0|2021
1|04/02/2021|Vente|418000,00|2.0|PL|1208|DE LA GARE|13100.0|AIX EN PROVENCE|13|1||BZ|45|38.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/01/2021|Vente|165000,00|12.0|RUE|0430|BRUEYS|13100.0|AIX EN PROVENCE|13|1||AM|67|3.0|1|2.0|Appartement|42.0|1.0|2021
1|26/01/2021|Vente|255000,00|11.0|RUE|1010|FELIBRE GAUT|13100.0|AIX EN PROVENCE|13|1||AB|36|13.0|1|2.0|Appartement|62.0|3.0|2021
1|05/02/2021|Vente|455550,00|23.0|RUE|0801|DE CUQUES|13100.0|AIX EN PROVENCE|13|1||BV|10|184.0|2|2.0|Appartement|85.0|4.0|2021
1|05/02/2021|Vente|455550,00|23.0|RUE|0801|DE CUQUES|13100.0|AIX EN PROVENCE|13|1||BV|10|184.0|2|3.0|Dépendance|0.0|0.0|2021
1|05/02/2021|Vente|455550,00|23.0|RUE|0801|DE CUQUES|13100.0|AIX EN PROVENCE|13|1||BV|10|170.0|1|3.0|Dépendance|0.0|0.0|2021
1|11/02/2021|Vente|604845,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|125.0|4|2.0|Appartement|101.0|5.0|2021
1|11/02/2021|Vente|604845,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|125.0|4|3.0|Dépendance|0.0|0.0|2021
1|11/02/2021|Vente|604845,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|125.0|4|3.0|Dépendance|0.0|0.0|2021
1|11/02/2021|Vente|604845,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|195.0|1|3.0|Dépendance|0.0|0.0|2021
1|11/02/2021|Vente|604845,00|27.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BC|117|99.0|1|3.0|Dépendance|0.0|0.0|2021
1|10/02/2021|Vente|810000,00|19.0|RUE|1050|FERNAND DOL|13100.0|AIX EN PROVENCE|13|1||AI|37|1.0|9|3.0|Dépendance|0.0|0.0|2021
1|10/02/2021|Vente|810000,00|19.0|RUE|1050|FERNAND DOL|13100.0|AIX EN PROVENCE|13|1||AI|37|1.0|9|2.0|Appartement|80.0|2.0|2021
1|10/02/2021|Vente|810000,00|19.0|RUE|1050|FERNAND DOL|13100.0|AIX EN PROVENCE|13|1||AI|37|1.0|9|3.0|Dépendance|0.0|0.0|2021
1|10/02/2021|Vente|810000,00|19.0|RUE|1050|FERNAND DOL|13100.0|AIX EN PROVENCE|13|1||AI|37|1.0|9|3.0|Dépendance|0.0|0.0|2021
1|10/02/2021|Vente|810000,00|19.0|RUE|1050|FERNAND DOL|13100.0|AIX EN PROVENCE|13|1||AI|37|1.0|9|3.0|Dépendance|0.0|0.0|2021
1|10/02/2021|Vente|810000,00|19.0|RUE|1050|FERNAND DOL|13100.0|AIX EN PROVENCE|13|1||AI|37|1.0|9|3.0|Dépendance|0.0|0.0|2021
1|11/02/2021|Vente|671070,00|||B386|RAVANASSE|13100.0|AIX EN PROVENCE|13|1||LY|592||0|||||2021
1|11/02/2021|Vente|671070,00|||B386|RAVANASSE|13100.0|AIX EN PROVENCE|13|1||LY|719||0|||||2021
1|11/02/2021|Vente|671070,00|||B386|RAVANASSE|13100.0|AIX EN PROVENCE|13|1||LY|724||0|||||2021
1|09/02/2021|Vente|108990,00|1.0|RUE|2540|DU PUITS NEUF|13100.0|AIX EN PROVENCE|13|1||AT|88|8.0|1|2.0|Appartement|20.0|1.0|2021
1|02/02/2021|Vente|45000,00|6.0|AV|1700|MALHERBE|13100.0|AIX EN PROVENCE|13|1||AK|80|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|26/01/2021|Vente|196730,00|55.0|RUE|1606|GABRIEL LIPPMANN|13100.0|AIX EN PROVENCE|13|1||KV|167|103.0|1|2.0|Appartement|43.0|2.0|2021
1|26/01/2021|Vente|196730,00|55.0|RUE|1606|GABRIEL LIPPMANN|13100.0|AIX EN PROVENCE|13|1||KV|167|210.0|1|3.0|Dépendance|0.0|0.0|2021
1|09/02/2021|Vente|262350,00|9001.0|RES|A584|SAINT BENOIT 2|13100.0|AIX EN PROVENCE|13|1||BR|21|417.0|2|2.0|Appartement|52.0|3.0|2021
1|09/02/2021|Vente|262350,00|9001.0|RES|A584|SAINT BENOIT 2|13100.0|AIX EN PROVENCE|13|1||BR|21|417.0|2|3.0|Dépendance|0.0|0.0|2021
1|25/01/2021|Vente|400000,00|9042.0|CHE|0712|DU COTON ROUGE|13100.0|AIX EN PROVENCE|13|1||BT|122||0|4.0|Local industriel. commercial ou assimilé|88.0|0.0|2021
1|04/02/2021|Vente|205000,00|26.0|CHE|0103|DES INFIRMERIES|13100.0|AIX EN PROVENCE|13|1||EL|108|49.0|1|3.0|Dépendance|0.0|0.0|2021
1|04/02/2021|Vente|205000,00|26.0|CHE|0103|DES INFIRMERIES|13100.0|AIX EN PROVENCE|13|1||EL|108|66.0|1|2.0|Appartement|36.0|2.0|2021
1|04/02/2021|Vente|205000,00|26.0|CHE|0103|DES INFIRMERIES|13100.0|AIX EN PROVENCE|13|1||EL|108|118.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/02/2021|Vente|60000,00|9001.0|RES|A060|CLAIR MATIN|13100.0|AIX EN PROVENCE|13|1||BO|223|1.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/02/2021|Vente|60000,00|9001.0|RES|A060|CLAIR MATIN|13100.0|AIX EN PROVENCE|13|1||BO|223|83.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/02/2021|Vente|60000,00|9001.0|RES|A060|CLAIR MATIN|13100.0|AIX EN PROVENCE|13|1||BO|223|81.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/02/2021|Vente|163000,00|1.0|RUE|0140|AUDE|13100.0|AIX EN PROVENCE|13|1||AB|128|10.0|2|2.0|Appartement|31.0|1.0|2021
1|15/02/2021|Vente|163000,00|1.0|RUE|0140|AUDE|13100.0|AIX EN PROVENCE|13|1||AB|128|13.0|2|3.0|Dépendance|0.0|0.0|2021
1|15/02/2021|Vente|163000,00|1.0|RUE|0140|AUDE|13100.0|AIX EN PROVENCE|13|1||AB|128|10.0|2|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|162000,00|40.0|PL|1459|JEAN DOMINIQUE CASSINI|13100.0|AIX EN PROVENCE|13|1||KV|102|398.0|1|2.0|Appartement|36.0|2.0|2021
1|29/01/2021|Vente|162000,00|40.0|PL|1459|JEAN DOMINIQUE CASSINI|13100.0|AIX EN PROVENCE|13|1||KV|102|295.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|162000,00|40.0|PL|1459|JEAN DOMINIQUE CASSINI|13100.0|AIX EN PROVENCE|13|1||KV|102|372.0|1|3.0|Dépendance|0.0|0.0|2021
1|09/02/2021|Vente|5000,00|120.0|RUE|3073|DU VALLON DE MION|13100.0|AIX EN PROVENCE|13|1||KV|150|72.0|1|3.0|Dépendance|0.0|0.0|2021
1|09/02/2021|Vente|5000,00|120.0|RUE|3073|DU VALLON DE MION|13100.0|AIX EN PROVENCE|13|1||KV|150|73.0|1|3.0|Dépendance|0.0|0.0|2021
1|16/02/2021|Vente|45000,00|70.0|AV|4300|GEORGES POMPIDOU|13100.0|AIX EN PROVENCE|13|1||AO|156|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/01/2021|Vente|300200,00|5.0|RUE|1060|DE LA FONDERIE|13100.0|AIX EN PROVENCE|13|1||AE|105|2.0|1|2.0|Appartement|60.0|3.0|2021
1|27/01/2021|Vente|216670,00|160.0|RUE|0897|EDMOND HALLEY|13100.0|AIX EN PROVENCE|13|1||KV|133|36.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/01/2021|Vente|216670,00|160.0|RUE|0897|EDMOND HALLEY|13100.0|AIX EN PROVENCE|13|1||KV|133|153.0|1|2.0|Appartement|42.0|2.0|2021
1|27/01/2021|Vente|216670,00|160.0|RUE|0897|EDMOND HALLEY|13100.0|AIX EN PROVENCE|13|1||KV|133|122.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|950000,00|5499.0||B053|QUARTIER DES PINS|13100.0|LE THOLONET|13|109||B|639||0|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|950000,00|5499.0||B053|QUARTIER DES PINS|13100.0|LE THOLONET|13|109||B|639||0|1.0|Maison|154.0|5.0|2021
1|29/01/2021|Vente|950000,00|5499.0||B053|QUARTIER DES PINS|13100.0|LE THOLONET|13|109||B|639||0|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|950000,00|5499.0||B053|QUARTIER DES PINS|13100.0|LE THOLONET|13|109||B|639||0|1.0|Maison|154.0|5.0|2021
1|29/01/2021|Vente|950000,00|||B053|QUARTIER DES PINS|13100.0|LE THOLONET|13|109||B|640||0|||||2021
1|29/01/2021|Vente|950000,00|||B053|QUARTIER DES PINS|13100.0|LE THOLONET|13|109||B|640||0|||||2021
1|26/01/2021|Vente|1011000,00|56.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BX|191|1.0|2|3.0|Dépendance|0.0|0.0|2021
1|26/01/2021|Vente|1011000,00|56.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BX|191|1.0|2|2.0|Appartement|130.0|4.0|2021
1|18/02/2021|Vente|65000,00|50.0|RUE|0330|DU BON PASTEUR|13100.0|AIX EN PROVENCE|13|1||AS|236|1.0|2|3.0|Dépendance|0.0|0.0|2021
1|18/02/2021|Vente|65000,00|50.0|RUE|0330|DU BON PASTEUR|13100.0|AIX EN PROVENCE|13|1||AS|236|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|18/02/2021|Vente|65000,00|50.0|RUE|0330|DU BON PASTEUR|13100.0|AIX EN PROVENCE|13|1||AS|236|4.0|1|2.0|Appartement|52.0|2.0|2021
1|18/02/2021|Vente|65000,00|50.0|RUE|0330|DU BON PASTEUR|13100.0|AIX EN PROVENCE|13|1||AS|236|1.0|2|2.0|Appartement|52.0|3.0|2021
1|18/02/2021|Vente|65000,00|50.0|RUE|0330|DU BON PASTEUR|13100.0|AIX EN PROVENCE|13|1||AS|236|5.0|1|3.0|Dépendance|0.0|0.0|2021
1|08/02/2021|Vente|254200,00|9001.0|RES|A005|BEAUSOLEIL SAINTE ANNE|13100.0|AIX EN PROVENCE|13|1||BR|25|86.0|2|2.0|Appartement|70.0|4.0|2021
1|08/02/2021|Vente|254200,00|9001.0|RES|A005|BEAUSOLEIL SAINTE ANNE|13100.0|AIX EN PROVENCE|13|1||BR|25|86.0|2|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|283500,00|6.0|RUE|0706|CONDORCET|13100.0|AIX EN PROVENCE|13|1||BL|155|409.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/01/2021|Vente|283500,00|6.0|RUE|0706|CONDORCET|13100.0|AIX EN PROVENCE|13|1||BL|155|409.0|1|2.0|Appartement|48.0|2.0|2021
1|29/01/2021|Vente|283500,00|6.0|RUE|0706|CONDORCET|13100.0|AIX EN PROVENCE|13|1||BL|155|343.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/02/2021|Vente|301250,00|14.0|RUE|1740|MANUEL|13100.0|AIX EN PROVENCE|13|1||AE|29|10.0|1|2.0|Appartement|60.0|2.0|2021
1|16/02/2021|Vente|20000,00|5.0|AV|0056|ANDRE MAGNAN|13100.0|AIX EN PROVENCE|13|1||BO|149|13.0|1|3.0|Dépendance|0.0|0.0|2021
1|19/02/2021|Vente|140600,00|9001.0|RES|A184|PARC BEAUREGARD|13100.0|AIX EN PROVENCE|13|1||BD|2|175.0|2|2.0|Appartement|55.0|3.0|2021
1|19/02/2021|Vente|140600,00|9001.0|RES|A184|PARC BEAUREGARD|13100.0|AIX EN PROVENCE|13|1||BD|2|175.0|2|3.0|Dépendance|0.0|0.0|2021
1|05/02/2021|Vente|170000,00|9.0|PTR|2280|PETITE RUE SAINT JEAN|13100.0|AIX EN PROVENCE|13|1||AE|256|8.0|1|2.0|Appartement|38.0|2.0|2021
1|01/02/2021|Vente|55000,00|9001.0|RES|A187|LE PARC MOZART|13100.0|AIX EN PROVENCE|13|1||CV|111|44.0|1|3.0|Dépendance|0.0|0.0|2021
1|02/02/2021|Vente|228930,00|130.0|RUE|7890|DU VALLON DE LA VIERGE|13100.0|AIX EN PROVENCE|13|1||KC|222|2.0|2|2.0|Appartement|53.0|2.0|2021
1|02/02/2021|Vente|228930,00|130.0|RUE|7890|DU VALLON DE LA VIERGE|13100.0|AIX EN PROVENCE|13|1||KC|222|17.0|1|3.0|Dépendance|0.0|0.0|2021
1|08/02/2021|Vente|138000,00|41.0|RUE|0260|BEDARRIDES|13100.0|AIX EN PROVENCE|13|1||AB|85|15.0|1|2.0|Appartement|21.0|1.0|2021
1|15/02/2021|Vente|1500,00|18.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|1|318.0|1|2.0|Appartement|56.0|2.0|2021
1|15/02/2021|Vente|1500,00|18.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|1|318.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/02/2021|Vente|1500,00|18.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|1|318.0|1|3.0|Dépendance|0.0|0.0|2021
1|19/02/2021|Vente|157600,00|74.0|RUE|0710|DES CORDELIERS|13100.0|AIX EN PROVENCE|13|1||AS|333|8.0|1|2.0|Appartement|30.0|1.0|2021
1|08/02/2021|Vente|590000,00|||B462|LE TOURILLON DU PETIT MOUL|13100.0|AIX EN PROVENCE|13|1||KT|72||0|||||2021
1|08/02/2021|Vente|590000,00|||B462|LE TOURILLON DU PETIT MOUL|13100.0|AIX EN PROVENCE|13|1||KT|76||0|||||2021
1|25/02/2021|Vente|214600,00|9001.0|RES|A184|PARC BEAUREGARD|13100.0|AIX EN PROVENCE|13|1||BD|2|425.0|2|3.0|Dépendance|0.0|0.0|2021
1|25/02/2021|Vente|214600,00|9001.0|RES|A184|PARC BEAUREGARD|13100.0|AIX EN PROVENCE|13|1||BD|2|425.0|2|2.0|Appartement|67.0|4.0|2021
1|02/02/2021|Vente|185000,00|6.0|RUE|2970|TOURNEFORT|13100.0|AIX EN PROVENCE|13|1||AE|230|5.0|1|2.0|Appartement|42.0|2.0|2021
1|03/02/2021|Vente|466885,78|50.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|109|3.0|1|2.0|Appartement|26.0|1.0|2021
1|03/02/2021|Vente|466885,78|50.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|109|6.0|1|2.0|Appartement|25.0|1.0|2021
1|03/02/2021|Vente|466885,78|50.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|109|1.0|2|2.0|Appartement|55.0|2.0|2021
1|03/02/2021|Vente|383114,22|50.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|109|1.0|1|2.0|Appartement|55.0|2.0|2021
1|03/02/2021|Vente|383114,22|50.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|109|4.0|1|2.0|Appartement|39.0|2.0|2021
1|03/02/2021|Vente|383114,22|50.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|109|5.0|1|2.0|Appartement|43.0|2.0|2021
